Date Time,Open,High,Low,Close,Volume
2012-05-31 11:15:00,9400.0996,9417.7998,9393.9004,9397.0,84475.0
2012-05-31 11:30:00,9397.0,9413.75,9386.5,9395.9502,53450.0
2012-05-31 11:45:00,9395.9502,9396.9502,9387.3496,9390.25,18150.0
2012-05-31 12:00:00,9390.25,9415.0996,9390.25,9415.0,26400.0
2012-05-31 12:15:00,9415.0,9417.0,9397.0,9405.0,22600.0
2012-05-31 12:30:00,9405.0,9446.0,9405.0,9435.4502,83875.0
2012-05-31 12:45:00,9435.4502,9459.7998,9428.0498,9435.0498,71600.0
2012-05-31 13:00:00,9435.0498,9436.7998,9407.7998,9422.75,65750.0
2012-05-31 13:15:00,9422.75,9426.7998,9405.0,9410.2002,33225.0
2012-05-31 13:30:00,9410.2002,9449.0996,9410.2002,9444.2002,43200.0
2012-05-31 13:45:00,9444.2002,9447.0,9427.5996,9440.0,21700.0
2012-05-31 14:00:00,9440.0,9480.0,9433.75,9454.0,75825.0
2012-05-31 14:15:00,9452.2998,9462.0498,9429.9502,9441.0,71550.0
2012-05-31 14:30:00,9441.0,9466.0,9435.0,9440.2002,51750.0
2012-05-31 14:45:00,9440.2002,9485.0,9440.2002,9458.0,77600.0
2012-05-31 15:00:00,9457.9502,9458.0498,9419.2002,9444.4004,119225.0
2012-05-31 15:15:00,9445.0,9446.9502,9440.0,9444.0,89275.0
2012-06-01 09:15:00,9388.4502,9438.0,9380.0,9426.0996,158625.0
2012-06-01 09:30:00,9427.0,9442.5996,9410.0,9411.0,79275.0
2012-06-01 09:45:00,9411.0,9429.0498,9408.0,9420.6504,54250.0
2012-06-01 10:00:00,9420.6504,9427.5498,9409.0,9425.0,37025.0
2012-06-01 10:15:00,9425.0,9425.0,9392.5,9409.9502,61350.0
2012-06-01 10:30:00,9409.9502,9412.8496,9393.0498,9404.5498,28075.0
2012-06-01 10:45:00,9404.5498,9426.6504,9404.2002,9417.0,42975.0
2012-06-01 11:00:00,9416.5498,9426.0,9414.0,9423.0,22150.0
2012-06-01 11:15:00,9422.0,9433.5,9398.0,9399.2002,75500.0
2012-06-01 11:30:00,9399.2002,9404.0,9310.0,9322.7998,314500.0
2012-06-01 11:45:00,9322.1504,9322.1504,9290.0,9293.5996,158525.0
2012-06-01 12:00:00,9293.5996,9307.0,9263.3496,9268.0,116875.0
2012-06-01 12:15:00,9265.25,9298.0498,9265.25,9297.0,65250.0
2012-06-01 12:30:00,9297.0,9303.0,9268.0,9270.5498,53225.0
2012-06-01 12:45:00,9271.3496,9291.0,9256.0,9288.0,68275.0
2012-06-01 13:00:00,9287.0,9297.7002,9266.5498,9288.0,43425.0
2012-06-01 13:15:00,9288.0,9302.0498,9275.5,9300.2002,46325.0
2012-06-01 13:30:00,9301.0996,9301.5498,9258.0,9258.0,75350.0
2012-06-01 13:45:00,9260.5498,9268.5,9242.0,9255.0,104575.0
2012-06-01 14:00:00,9254.0,9265.9004,9232.0,9246.5996,78550.0
2012-06-01 14:15:00,9247.0,9276.0,9242.6504,9247.4004,51825.0
2012-06-01 14:30:00,9247.4004,9249.9004,9207.0,9227.0,113100.0
2012-06-01 14:45:00,9227.4004,9243.0,9218.0996,9239.0,60450.0
2012-06-01 15:00:00,9239.5,9247.0,9215.0,9230.0,69175.0
2012-06-01 15:15:00,9230.0498,9231.0,9192.0,9200.0,162250.0
2012-06-04 09:15:00,9120.0,9120.0,9057.7998,9084.0,199850.0
2012-06-04 09:30:00,9084.0498,9092.0,9069.0,9069.0,66725.0
2012-06-04 09:45:00,9069.0,9080.5,9045.7998,9080.5,76775.0
2012-06-04 10:00:00,9080.0996,9137.0,9075.5,9117.0,120975.0
2012-06-04 10:15:00,9117.0,9135.0,9107.6504,9114.7998,57500.0
2012-06-04 10:30:00,9115.0,9167.6504,9115.0,9154.3496,111900.0
2012-06-04 10:45:00,9154.3496,9157.0,9130.0,9146.0,48150.0
2012-06-04 11:00:00,9144.0,9152.0,9119.0,9130.0996,45225.0
2012-06-04 11:15:00,9130.0996,9150.0,9122.0,9145.6504,24475.0
2012-06-04 11:30:00,9145.6504,9160.0,9140.0,9144.0,33375.0
2012-06-04 11:45:00,9142.0,9160.0,9126.3496,9130.5498,88025.0
2012-06-04 12:00:00,9130.5498,9130.5498,9086.0498,9095.0,131225.0
2012-06-04 12:15:00,9095.0,9109.4004,9077.0,9082.2002,157475.0
2012-06-04 12:30:00,9082.0,9123.0,9080.0,9101.5,65025.0
2012-06-04 12:45:00,9101.5,9145.5,9100.2002,9133.0,71825.0
2012-06-04 13:00:00,9131.5,9195.0,9131.5,9192.0498,132325.0
2012-06-04 13:15:00,9194.4502,9196.0,9165.0,9170.2002,102625.0
2012-06-04 13:30:00,9171.0,9242.8496,9167.75,9224.0,152825.0
2012-06-04 13:45:00,9222.3496,9234.8496,9186.0996,9192.0,84525.0
2012-06-04 14:00:00,9193.1504,9232.0,9190.0,9215.0,50075.0
2012-06-04 14:15:00,9215.0,9259.9004,9212.5498,9250.0498,94350.0
2012-06-04 14:30:00,9251.9502,9275.0,9240.1504,9255.9502,139575.0
2012-06-04 14:45:00,9255.9502,9317.0,9248.5498,9290.0,202125.0
2012-06-04 15:00:00,9290.0,9330.0,9284.0,9324.2998,134175.0
2012-06-04 15:15:00,9323.0,9369.8496,9323.0,9359.5,215725.0
2012-06-05 09:15:00,9390.0996,9420.0,9376.8496,9400.0,200375.0
2012-06-05 09:30:00,9400.0,9441.5996,9398.0,9433.5996,144150.0
2012-06-05 09:45:00,9433.5996,9437.0498,9416.0,9426.0,44900.0
2012-06-05 10:00:00,9422.9502,9439.0,9422.6504,9427.0,51825.0
2012-06-05 10:15:00,9427.0,9450.0,9427.0,9437.0498,64150.0
2012-06-05 10:30:00,9437.0498,9450.0,9431.0,9445.25,36725.0
2012-06-05 10:45:00,9445.5996,9446.0,9426.0,9428.0,33000.0
2012-06-05 11:00:00,9428.0,9436.7002,9416.0,9417.9502,44375.0
2012-06-05 11:15:00,9417.9502,9434.4004,9402.0,9429.0,68875.0
2012-06-05 11:30:00,9429.0,9485.0,9429.0,9480.0,172800.0
2012-06-05 11:45:00,9480.0,9482.5996,9450.25,9459.0,86025.0
2012-06-05 12:00:00,9458.0,9489.0,9453.9502,9474.0996,116325.0
2012-06-05 12:15:00,9474.0,9480.0,9460.0,9469.0,38800.0
2012-06-05 12:30:00,9468.5,9471.5,9445.0,9447.5,50225.0
2012-06-05 12:45:00,9447.5,9452.4004,9416.0,9418.5996,156200.0
2012-06-05 13:00:00,9418.5996,9434.9502,9386.0,9434.9502,139825.0
2012-06-05 13:15:00,9433.0996,9444.9004,9419.9004,9425.0,50475.0
2012-06-05 13:30:00,9425.0,9436.0,9398.0,9403.0996,72650.0
2012-06-05 13:45:00,9403.0,9425.6504,9402.0,9420.0,40825.0
2012-06-05 14:00:00,9420.0,9420.0,9325.0,9333.0,244725.0
2012-06-05 14:15:00,9333.5996,9356.0,9312.25,9345.0,145900.0
2012-06-05 14:30:00,9344.5,9389.0,9333.2002,9388.0,83750.0
2012-06-05 14:45:00,9389.0,9408.0,9376.4004,9387.7998,99600.0
2012-06-05 15:00:00,9388.0,9398.0,9367.5996,9392.4502,80250.0
2012-06-05 15:15:00,9392.4502,9404.2998,9381.0,9398.7998,124175.0
2012-06-06 09:15:00,9470.0,9543.5,9450.0996,9523.0996,265900.0
2012-06-06 09:30:00,9523.5498,9569.0,9516.0,9569.0,159300.0
2012-06-06 09:45:00,9569.0,9579.6504,9552.3496,9560.5498,120425.0
2012-06-06 10:00:00,9560.5498,9569.7998,9545.75,9556.5,42875.0
2012-06-06 10:15:00,9556.5,9589.2998,9552.5498,9575.1504,74200.0
2012-06-06 10:30:00,9575.0996,9580.0498,9561.5498,9572.6504,42550.0
2012-06-06 10:45:00,9572.6504,9585.7002,9572.0,9577.0,31075.0
2012-06-06 11:00:00,9577.0,9577.0,9550.0,9550.0,55450.0
2012-06-06 11:15:00,9552.0,9564.9502,9547.0,9560.0,35400.0
2012-06-06 11:30:00,9560.0,9582.0,9558.0,9562.25,41200.0
2012-06-06 11:45:00,9561.0,9575.9502,9550.0,9569.5,114075.0
2012-06-06 12:00:00,9569.5,9582.0,9566.4004,9569.9004,43800.0
2012-06-06 12:15:00,9569.9004,9585.0,9561.0,9580.0,42725.0
2012-06-06 12:30:00,9580.0,9586.0,9558.2002,9575.0,108450.0
2012-06-06 12:45:00,9573.25,9578.0,9543.0,9556.0,149825.0
2012-06-06 13:00:00,9560.0,9579.0,9556.0,9570.0,55375.0
2012-06-06 13:15:00,9570.0,9613.0,9566.75,9602.4004,168775.0
2012-06-06 13:30:00,9602.4004,9618.0,9591.5498,9609.0,74600.0
2012-06-06 13:45:00,9609.0,9640.0,9600.25,9628.0,118000.0
2012-06-06 14:00:00,9627.0,9639.5996,9608.0,9624.7002,70225.0
2012-06-06 14:15:00,9624.7002,9648.0,9622.0498,9643.0,93250.0
2012-06-06 14:30:00,9643.0,9651.9004,9630.2002,9630.5,73225.0
2012-06-06 14:45:00,9630.5,9684.0,9625.4502,9680.0,143325.0
2012-06-06 15:00:00,9679.9502,9693.0,9654.0,9661.1504,118325.0
2012-06-06 15:15:00,9662.0,9686.9004,9660.0,9681.4004,188325.0
2012-06-07 09:15:00,9750.0996,9765.8496,9726.0,9747.0,197450.0
2012-06-07 09:30:00,9748.2998,9749.7998,9720.25,9721.7002,86725.0
2012-06-07 09:45:00,9721.7002,9725.0,9691.25,9705.0498,128600.0
2012-06-07 10:00:00,9705.0498,9722.9502,9698.7998,9722.0,66325.0
2012-06-07 10:15:00,9723.0996,9748.5498,9715.0,9739.2998,80300.0
2012-06-07 10:30:00,9739.2998,9747.0,9724.1504,9741.25,65200.0
2012-06-07 10:45:00,9741.25,9762.0,9740.25,9754.0,114250.0
2012-06-07 11:00:00,9754.0,9761.0,9743.0,9745.0,40500.0
2012-06-07 11:15:00,9745.0,9751.0,9720.0,9723.5996,95500.0
2012-06-07 11:30:00,9723.8496,9734.9502,9700.5996,9719.0,69125.0
2012-06-07 11:45:00,9720.0,9721.4004,9696.9004,9712.4004,61675.0
2012-06-07 12:00:00,9712.4004,9738.0,9712.4004,9734.4004,43750.0
2012-06-07 12:15:00,9734.4004,9756.0,9729.4004,9745.0,51225.0
2012-06-07 12:30:00,9744.4502,9748.2002,9725.1504,9745.5,50950.0
2012-06-07 12:45:00,9745.5,9774.0498,9741.8496,9758.0,114875.0
2012-06-07 13:00:00,9758.0,9787.7998,9758.0,9770.3496,93725.0
2012-06-07 13:15:00,9770.3496,9825.0,9768.7002,9819.0,142525.0
2012-06-07 13:30:00,9819.8496,9844.0,9812.5,9837.0,111275.0
2012-06-07 13:45:00,9837.1504,9848.0,9817.9502,9834.7002,72725.0
2012-06-07 14:00:00,9835.0,9849.9502,9808.0,9812.0,75125.0
2012-06-07 14:15:00,9811.25,9836.0,9804.7998,9828.7998,35525.0
2012-06-07 14:30:00,9828.7998,9857.0,9819.75,9846.7002,76075.0
2012-06-07 14:45:00,9846.7002,9848.0,9804.0,9825.0996,71800.0
2012-06-07 15:00:00,9825.0996,9852.0,9825.0996,9852.0,70150.0
2012-06-07 15:15:00,9850.1504,9874.7998,9842.0,9857.5996,160975.0
2012-06-08 09:15:00,9820.0996,9837.4004,9776.0,9793.9004,203800.0
2012-06-08 09:30:00,9793.9502,9795.0,9755.0,9774.7002,115525.0
2012-06-08 09:45:00,9774.7002,9794.9004,9771.0,9789.0,40625.0
2012-06-08 10:00:00,9789.0,9795.0,9778.0,9786.5,46375.0
2012-06-08 10:15:00,9790.0,9827.0,9781.0,9818.0,73750.0
2012-06-08 10:30:00,9818.0498,9848.0,9813.5996,9825.2002,75775.0
2012-06-08 10:45:00,9825.2002,9832.5996,9812.0,9820.0996,37800.0
2012-06-08 11:00:00,9820.2998,9826.25,9789.4502,9801.3496,178150.0
2012-06-08 11:15:00,9801.3496,9810.6504,9790.0,9795.5,73025.0
2012-06-08 11:30:00,9795.5,9797.0,9737.5498,9761.9004,199425.0
2012-06-08 11:45:00,9761.8496,9767.5,9710.0,9738.0,115975.0
2012-06-08 12:00:00,9738.0,9744.5,9719.3496,9725.25,59350.0
2012-06-08 12:15:00,9726.4502,9762.0,9725.0,9761.9004,76750.0
2012-06-08 12:30:00,9761.9004,9774.4004,9733.2002,9769.9502,71600.0
2012-06-08 12:45:00,9769.5996,9778.0,9740.0,9753.0,58750.0
2012-06-08 13:00:00,9753.0,9775.0,9749.0,9772.0,33700.0
2012-06-08 13:15:00,9772.8496,9783.5498,9761.0498,9776.5996,63525.0
2012-06-08 13:30:00,9778.0,9779.3496,9719.6504,9745.0,120250.0
2012-06-08 13:45:00,9745.0,9755.7998,9715.0996,9720.0,79575.0
2012-06-08 14:00:00,9720.0,9735.75,9703.0,9728.9502,105075.0
2012-06-08 14:15:00,9728.9502,9749.9004,9716.6504,9744.5,59400.0
2012-06-08 14:30:00,9746.0,9859.5996,9739.9004,9801.9502,270000.0
2012-06-08 14:45:00,9801.0,9870.0,9801.0,9855.5498,213975.0
2012-06-08 15:00:00,9856.5996,9983.0,9853.0,9964.0996,387525.0
2012-06-08 15:15:00,9967.2002,9985.0,9956.0,9983.0,274450.0
2012-06-11 09:15:00,10050.0,10068.9004,10000.0,10047.4502,211725.0
2012-06-11 09:30:00,10050.0,10087.0498,10050.0,10068.5,123400.0
2012-06-11 09:45:00,10068.5,10087.0,10055.2998,10081.9004,67825.0
2012-06-11 10:00:00,10080.5498,10091.3496,10063.5498,10066.0996,69600.0
2012-06-11 10:15:00,10066.0996,10066.9502,10036.4004,10057.75,81350.0
2012-06-11 10:30:00,10057.75,10075.2002,10054.0,10070.0996,24225.0
2012-06-11 10:45:00,10070.0,10077.0,10056.2002,10059.0996,17675.0
2012-06-11 11:00:00,10059.0996,10072.9502,10055.5,10068.7002,17225.0
2012-06-11 11:15:00,10068.7002,10084.0,10066.0996,10067.0,33625.0
2012-06-11 11:30:00,10067.5996,10075.0,10055.0,10056.5,26100.0
2012-06-11 11:45:00,10058.2998,10060.0996,10026.0,10054.0,89075.0
2012-06-11 12:00:00,10055.0,10058.0,10044.0,10049.5996,23700.0
2012-06-11 12:15:00,10050.0,10080.0,10049.4502,10078.9502,46450.0
2012-06-11 12:30:00,10078.9502,10079.0,10060.0,10071.0996,46575.0
2012-06-11 12:45:00,10071.0996,10074.25,10011.0,10023.9004,86100.0
2012-06-11 13:00:00,10021.5996,10049.0,9991.5996,10041.1504,145425.0
2012-06-11 13:15:00,10041.1504,10064.9004,10035.5,10058.75,50975.0
2012-06-11 13:30:00,10060.0,10079.5,10058.7002,10072.9502,68425.0
2012-06-11 13:45:00,10072.9502,10074.9004,10054.0,10062.0,28900.0
2012-06-11 14:00:00,10062.0,10085.5,10055.0,10082.0,49300.0
2012-06-11 14:15:00,10080.9004,10085.0,10021.0,10029.0,94575.0
2012-06-11 14:30:00,10027.0,10064.7998,9965.0996,9971.5,188900.0
2012-06-11 14:45:00,9971.5,9987.9502,9941.0498,9963.7002,233900.0
2012-06-11 15:00:00,9962.8496,9969.7002,9850.2002,9868.7002,256100.0
2012-06-11 15:15:00,9869.0,9885.0,9845.0,9869.0,226175.0
2012-06-12 09:15:00,9825.0,9922.9502,9823.25,9895.4004,224125.0
2012-06-12 09:30:00,9896.75,9921.0,9878.0,9914.0,93525.0
2012-06-12 09:45:00,9914.0,9933.0,9898.0,9906.1504,69975.0
2012-06-12 10:00:00,9906.0498,9908.6504,9878.0,9886.0,54250.0
2012-06-12 10:15:00,9885.4502,9893.9004,9865.0,9878.75,51650.0
2012-06-12 10:30:00,9878.75,9893.2998,9866.1504,9871.9004,33200.0
2012-06-12 10:45:00,9871.9004,9906.9004,9870.0,9894.9502,57100.0
2012-06-12 11:00:00,9889.6504,9981.25,9870.0,9939.8496,342025.0
2012-06-12 11:15:00,9940.0,10040.0,9937.7002,10002.0,265625.0
2012-06-12 11:30:00,10002.4004,10017.2002,9993.0996,10013.0,48525.0
2012-06-12 11:45:00,10013.0,10016.7998,9962.0498,9991.0,141500.0
2012-06-12 12:00:00,9988.0,9995.0,9965.0,9995.0,76225.0
2012-06-12 12:15:00,9994.9502,10008.0996,9971.5,10008.0,63000.0
2012-06-12 12:30:00,10007.7998,10044.7002,10003.0498,10030.25,160750.0
2012-06-12 12:45:00,10033.0,10062.2998,10024.2998,10048.5,122075.0
2012-06-12 13:00:00,10049.9004,10061.0,10031.9004,10033.4004,75375.0
2012-06-12 13:15:00,10032.0,10035.8496,10010.9502,10021.5,96575.0
2012-06-12 13:30:00,10021.0,10024.0498,9990.0,10006.0996,97400.0
2012-06-12 13:45:00,10006.7998,10011.0,9945.0,9990.0,182250.0
2012-06-12 14:00:00,9990.0,10037.0,9988.0,10025.5,121075.0
2012-06-12 14:15:00,10025.9502,10075.0,10025.0,10071.0,206375.0
2012-06-12 14:30:00,10067.0,10081.0,10046.25,10076.6504,97800.0
2012-06-12 14:45:00,10080.0,10094.7998,10069.1504,10071.2002,133125.0
2012-06-12 15:00:00,10071.0,10122.75,10071.0,10078.5996,200500.0
2012-06-12 15:15:00,10078.0,10113.0,10078.0,10092.75,159225.0
2012-06-13 09:15:00,10105.0,10109.7998,10038.0,10065.3496,170475.0
2012-06-13 09:30:00,10067.0,10073.75,10042.4502,10064.0,71725.0
2012-06-13 09:45:00,10064.0,10077.4502,10048.0,10071.0,46450.0
2012-06-13 10:00:00,10071.0,10099.4004,10060.0,10084.0,72575.0
2012-06-13 10:15:00,10084.0,10099.0,10058.1504,10075.0,89050.0
2012-06-13 10:30:00,10075.0,10107.7998,10075.0,10103.0,104750.0
2012-06-13 10:45:00,10103.0,10115.0,10068.2998,10073.0,147575.0
2012-06-13 11:00:00,10073.0,10088.0,10070.0498,10079.4502,41800.0
2012-06-13 11:15:00,10079.4502,10084.5,10017.0,10026.0,176650.0
2012-06-13 11:30:00,10026.0,10035.0,10006.0,10026.0,88250.0
2012-06-13 11:45:00,10026.0,10059.2002,10025.0,10038.2002,71575.0
2012-06-13 12:00:00,10038.2002,10064.9004,10035.0,10060.0,41075.0
2012-06-13 12:15:00,10060.0,10114.6504,10043.4004,10097.0,128100.0
2012-06-13 12:30:00,10097.0,10138.0,10087.1504,10127.0996,131225.0
2012-06-13 12:45:00,10129.0,10163.0,10128.0,10155.0,152150.0
2012-06-13 13:00:00,10155.0,10155.0,10121.0,10130.5,58325.0
2012-06-13 13:15:00,10131.0,10154.9502,10120.0498,10131.0,57775.0
2012-06-13 13:30:00,10132.0,10132.0498,10078.0,10085.0,134975.0
2012-06-13 13:45:00,10085.0,10100.0,10061.1504,10078.0,92900.0
2012-06-13 14:00:00,10078.0,10135.0,10068.0,10103.1504,108750.0
2012-06-13 14:15:00,10105.0,10150.0,10085.0,10112.0,122175.0
2012-06-13 14:30:00,10111.1504,10129.9004,10076.5,10087.75,79100.0
2012-06-13 14:45:00,10086.3496,10125.0,10083.6504,10100.6504,67700.0
2012-06-13 15:00:00,10100.6504,10107.5,10040.25,10062.0,140900.0
2012-06-13 15:15:00,10062.0,10079.75,10060.0,10065.0,107000.0
2012-06-14 09:15:00,10052.25,10070.5,10032.0996,10057.5498,122375.0
2012-06-14 09:30:00,10057.5498,10063.0,10036.0996,10046.0996,66725.0
2012-06-14 09:45:00,10046.0996,10049.0,10014.0,10021.2002,87900.0
2012-06-14 10:00:00,10021.2002,10040.0,10020.0,10040.0,35600.0
2012-06-14 10:15:00,10040.0,10045.5,10001.0,10007.0498,58725.0
2012-06-14 10:30:00,10007.0498,10022.0,10001.0,10003.1504,46075.0
2012-06-14 10:45:00,10003.9502,10008.4502,9982.0,10007.0,98400.0
2012-06-14 11:00:00,10008.0,10010.4004,9993.2002,10004.0,35150.0
2012-06-14 11:15:00,10004.0,10055.0,10000.6504,10040.0,130725.0
2012-06-14 11:30:00,10042.4502,10095.5,10039.9502,10076.0,224275.0
2012-06-14 11:45:00,10078.4004,10090.0,9988.0,10019.8496,292825.0
2012-06-14 12:00:00,10016.4502,10019.1504,9920.0,9947.1504,326925.0
2012-06-14 12:15:00,9950.0,9967.9502,9932.0,9955.0,66875.0
2012-06-14 12:30:00,9955.0,9958.7998,9900.0,9909.7998,124400.0
2012-06-14 12:45:00,9910.0,9945.0,9908.5498,9935.0,63250.0
2012-06-14 13:00:00,9935.0,9967.5498,9920.0,9955.0996,78725.0
2012-06-14 13:15:00,9955.0996,9959.0,9922.0,9934.6504,48950.0
2012-06-14 13:30:00,9934.6504,9936.9004,9910.0,9918.0,51850.0
2012-06-14 13:45:00,9916.75,9916.75,9850.0996,9854.7998,202050.0
2012-06-14 14:00:00,9852.5996,9879.9004,9840.0,9872.0498,124375.0
2012-06-14 14:15:00,9874.5498,9883.9004,9843.6504,9855.0,106775.0
2012-06-14 14:30:00,9855.0,9887.7998,9846.0498,9880.0,92525.0
2012-06-14 14:45:00,9880.0,9885.0498,9853.5996,9856.9004,61875.0
2012-06-14 15:00:00,9856.9004,9881.2002,9820.0,9828.8496,141350.0
2012-06-14 15:15:00,9829.0,9837.4502,9817.0,9820.0498,181925.0
2012-06-15 09:15:00,9875.0,9945.8496,9860.0,9930.0,207325.0
2012-06-15 09:30:00,9930.0,9932.0,9904.1504,9915.0,75050.0
2012-06-15 09:45:00,9915.0,9933.2998,9899.9004,9929.7998,66775.0
2012-06-15 10:00:00,9927.0996,9945.0,9923.5,9933.4502,63800.0
2012-06-15 10:15:00,9933.4502,9934.7002,9909.0996,9921.0,26850.0
2012-06-15 10:30:00,9921.0,9925.0,9885.2002,9889.5996,81825.0
2012-06-15 10:45:00,9893.0,9905.0,9888.5,9895.5,75600.0
2012-06-15 11:00:00,9895.5,9925.0,9895.5,9908.2998,35625.0
2012-06-15 11:15:00,9908.2998,9933.4004,9905.0498,9932.0,78050.0
2012-06-15 11:30:00,9930.0,9980.0,9930.0,9952.8496,187750.0
2012-06-15 11:45:00,9952.9004,9965.0,9943.0,9958.0,37525.0
2012-06-15 12:00:00,9958.0,10008.7002,9956.0,10000.0,145975.0
2012-06-15 12:15:00,10000.0,10002.0,9971.0498,9978.0,56300.0
2012-06-15 12:30:00,9978.0,10004.8496,9972.0,9992.0996,65825.0
2012-06-15 12:45:00,9992.0,10030.0,9985.6504,10018.0,117125.0
2012-06-15 13:00:00,10015.5,10024.0,10006.2998,10010.6504,50525.0
2012-06-15 13:15:00,10010.6504,10013.9502,9972.1504,9972.2002,72425.0
2012-06-15 13:30:00,9974.0,10000.0,9951.25,9998.7998,85325.0
2012-06-15 13:45:00,9999.0,10018.5,9983.4502,9990.0,70100.0
2012-06-15 14:00:00,9990.0,10049.0,9990.0,10033.5,134200.0
2012-06-15 14:15:00,10033.5,10048.5,10024.7998,10048.0,75600.0
2012-06-15 14:30:00,10047.0,10095.0,10045.2002,10068.0,203450.0
2012-06-15 14:45:00,10068.7002,10083.9502,10035.0,10040.0,138875.0
2012-06-15 15:00:00,10039.9502,10077.0,10037.8496,10066.5,98700.0
2012-06-15 15:15:00,10065.0996,10074.9004,10050.0,10052.0498,184375.0
2012-06-18 09:15:00,10150.0996,10185.0,10142.0,10161.6504,161325.0
2012-06-18 09:30:00,10161.6504,10175.0,10152.0498,10156.0,70450.0
2012-06-18 09:45:00,10154.0,10166.0,10152.1504,10162.0,36850.0
2012-06-18 10:00:00,10160.25,10165.0,10154.0,10155.0,24550.0
2012-06-18 10:15:00,10155.0,10156.0,10135.4004,10150.0,65075.0
2012-06-18 10:30:00,10150.0,10164.0,10149.9502,10162.3496,30200.0
2012-06-18 10:45:00,10162.3496,10164.0,10065.2002,10113.75,238050.0
2012-06-18 11:00:00,10111.0,10117.75,9716.0498,9806.0,965225.0
2012-06-18 11:15:00,9809.9502,9817.6504,9742.0,9764.7002,244875.0
2012-06-18 11:30:00,9764.0,9772.9502,9740.0,9770.0,91600.0
2012-06-18 11:45:00,9770.0,9775.0,9750.0996,9762.0498,50825.0
2012-06-18 12:00:00,9762.0498,9777.0,9734.0,9737.9004,102875.0
2012-06-18 12:15:00,9735.25,9772.0,9730.0,9771.7002,70525.0
2012-06-18 12:30:00,9771.7002,9793.75,9763.0,9777.4004,104575.0
2012-06-18 12:45:00,9777.4004,9792.0,9763.0996,9773.0,60175.0
2012-06-18 13:00:00,9773.0,9777.0,9737.0,9747.0,69625.0
2012-06-18 13:15:00,9748.0,9764.8496,9735.0,9761.0,48925.0
2012-06-18 13:30:00,9761.0,9763.9502,9692.2002,9713.0,210000.0
2012-06-18 13:45:00,9712.3496,9718.0,9673.4502,9686.0,130225.0
2012-06-18 14:00:00,9686.25,9700.0,9650.25,9655.0,162000.0
2012-06-18 14:15:00,9655.9004,9695.0,9652.7002,9686.0,74075.0
2012-06-18 14:30:00,9686.0,9709.9004,9660.2002,9702.5498,85550.0
2012-06-18 14:45:00,9702.5498,9715.1504,9678.0498,9692.5498,82200.0
2012-06-18 15:00:00,9692.5498,9710.0,9683.2998,9708.9502,60925.0
2012-06-18 15:15:00,9709.0,9723.7998,9698.2998,9715.0,212025.0
2012-06-19 09:15:00,9715.1504,9738.75,9661.0,9696.0498,186700.0
