Symbol,Series,Date,Prev Close,open,high,low,Last Price,close,Average Price,volume,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
YESBANK,EQ,03-Dec-2018,169.8,174,179.5,165.3,178.15,178,173.13,104720593,18130631913.1,555222,12443934,11.88
YESBANK,EQ,04-Dec-2018,178,180.35,182.45,175.25,175.95,176.5,178.8,68038860,12165680662.9,376738,13242239,19.46
YESBANK,EQ,05-Dec-2018,176.5,173.5,178.45,172.2,173.1,173.4,174.93,52289539,9147266048.85,280967,9360611,17.9
YESBANK,EQ,06-Dec-2018,173.4,169,172.5,167.35,168.35,168.45,169.78,38867660,6598951586.45,246580,5607714,14.43
YESBANK,EQ,07-Dec-2018,168.45,170,172,162,166.4,166.2,166.32,49750931,8274492924.65,269924,5909458,11.88
YESBANK,EQ,10-Dec-2018,166.2,162,169.5,160,164.95,165.65,164.78,50379613,8301577357.45,300127,6043257,12
YESBANK,EQ,11-Dec-2018,165.65,164.5,179.85,163.8,179.05,177.85,173.81,85103084,14791717219.3,439447,12088509,14.2
YESBANK,EQ,12-Dec-2018,177.85,182,187.5,181.55,186.5,186.6,185.28,71832334,13308892725.65,366696,11824873,16.46
YESBANK,EQ,13-Dec-2018,186.6,193,193.2,172.3,174.8,174.7,184.21,108920029,20064265037.05,584444,19467602,17.87
YESBANK,EQ,14-Dec-2018,174.7,172.7,181.6,168.25,179.7,180.35,176.7,79566067,14058969420.95,430845,7088937,8.91
YESBANK,EQ,17-Dec-2018,180.35,183.25,184.45,179.45,180.5,181,181.93,35269769,6416710452.45,195137,6800660,19.28
YESBANK,EQ,18-Dec-2018,181,180,180.9,176.75,178.75,179,178.88,35729865,6391378059.05,195583,8836532,24.73
YESBANK,EQ,19-Dec-2018,179,180.5,183.15,178.6,179.15,179.55,180.6,40247602,7268780060.1,242431,10756088,26.72
YESBANK,EQ,20-Dec-2018,179.55,179,187.6,178,186.8,186.75,184.94,61970822,11461081957.6,332868,12786361,20.63
YESBANK,EQ,21-Dec-2018,186.75,188,188.45,180.85,183.15,182.95,184.05,40864241,7521192849.65,215052,7077053,17.32
YESBANK,EQ,24-Dec-2018,182.95,184,185.5,181.25,182.35,182.3,183.34,32861722,6024710111.7,161745,4825271,14.68
YESBANK,EQ,26-Dec-2018,182.3,182.5,182.65,174.25,179.5,179.45,177.77,47421246,8429891463.55,269345,6643820,14.01
YESBANK,EQ,27-Dec-2018,179.45,183,183.45,177.05,178.7,178.1,180.22,44303877,7984279618.4,192334,6193008,13.98
YESBANK,EQ,28-Dec-2018,178.1,180,183.3,180,181.65,181.45,181.96,27142501,4938726751.9,142436,5362595,19.76
YESBANK,EQ,31-Dec-2018,181.45,183.2,183.85,181,181.9,181.8,181.95,18970865,3451688489.9,105371,3729307,19.66
YESBANK,EQ,01-Jan-2019,181.8,182.6,185.9,181,184.4,184.25,184.04,24160878,4446548544.4,128819,4380315,18.13
YESBANK,EQ,02-Jan-2019,184.25,183.45,187,182.5,184.6,184.65,185.2,32583205,6034297945.05,158991,5290399,16.24
YESBANK,EQ,03-Jan-2019,184.65,185.25,186,183.5,184.3,184.1,184.53,20239949,3734965517.05,102751,4112556,20.32
YESBANK,EQ,04-Jan-2019,184.1,184.85,190.3,181.55,190,189.65,186.71,45914917,8572595367.9,224066,9056039,19.72
YESBANK,EQ,07-Jan-2019,189.65,193.9,194.4,185.8,186.55,187.15,190.49,40515242,7717769611.75,215186,11491836,28.36
YESBANK,EQ,08-Jan-2019,187.15,188,193.2,185,191.8,192.35,190.14,40559174,7711815846.35,233064,6089483,15.01
YESBANK,EQ,09-Jan-2019,192.35,193.95,193.95,181.5,186.55,186.45,188.64,63673200,12011060866.75,352457,11568064,18.17
YESBANK,EQ,10-Jan-2019,186.45,188,188.9,184.2,187.9,186.9,186.41,36296992,6766271330.1,204708,8054505,22.19
YESBANK,EQ,11-Jan-2019,186.9,188.7,189.9,182.75,183.4,184.25,185.63,33594786,6236324874.2,164656,7673220,22.84
YESBANK,EQ,14-Jan-2019,184.25,185,198,182.3,195,195.35,192.96,98089778,18927093181.2,489797,19400487,19.78
YESBANK,EQ,15-Jan-2019,195.35,196.6,205,196.1,203.3,203,202.35,82308056,16654713564.45,419455,14755006,17.93
YESBANK,EQ,16-Jan-2019,203,204.8,209.15,203.5,207.8,208.35,206.07,58015710,11955441178.9,266651,10342408,17.83
YESBANK,EQ,17-Jan-2019,208.35,209.25,209.55,200.25,200.65,201.5,203.8,60534702,12337127690.7,293680,13636139,22.53
YESBANK,EQ,18-Jan-2019,201.5,202,203.05,196.2,198.95,198.6,199.21,41858021,8338654433.6,235546,5482465,13.1
YESBANK,EQ,21-Jan-2019,198.6,199.3,200.5,190.7,191.2,191.95,195.77,37304992,7303212661.8,206900,7573007,20.3
YESBANK,EQ,22-Jan-2019,191.95,191.5,193.8,187.4,193.55,192.2,191.09,38382360,7334418921.7,235809,7094311,18.48
YESBANK,EQ,23-Jan-2019,192.2,194.5,199.5,193.65,197.25,197.25,196.73,46394304,9126954064.9,243281,8033285,17.32
YESBANK,EQ,24-Jan-2019,197.25,199,235,189,225.5,215.4,210.47,127603904,26856567120,604076,28175530,22.08
YESBANK,EQ,25-Jan-2019,215.4,225,245,218,219.95,219.6,227.75,183425643,41774766072.75,955891,36712058,20.01
YESBANK,EQ,28-Jan-2019,219.6,222.45,223,206.1,208,207.5,211.86,58015753,12291018719.45,331260,9240415,15.93
YESBANK,EQ,29-Jan-2019,207.5,207,209.45,195.7,205.5,202.9,202.44,76651017,15517133462.5,396905,10859017,14.17
YESBANK,EQ,30-Jan-2019,202.9,211,212,198.3,199.35,199.5,203.09,65312137,13264028321.45,381216,11135037,17.05
YESBANK,EQ,31-Jan-2019,199.5,202,202.45,190.15,194,194.1,195.15,67794993,13230334262.45,371602,13785148,20.33
YESBANK,EQ,01-Feb-2019,194.1,195.9,197.2,181.25,185.3,185.6,190,66597684,12653480304.6,411460,17458912,26.22
YESBANK,EQ,04-Feb-2019,185.6,184.25,184.7,175.6,179.4,179.8,180.41,60771732,10963806269.1,365522,13350973,21.97
YESBANK,EQ,05-Feb-2019,179.8,179.8,183.5,175,175.85,176.1,179.63,44477885,7989423837.75,291755,9084094,20.42
YESBANK,EQ,06-Feb-2019,176.1,178.9,178.95,173,177.1,176.45,175.86,45391450,7982416064.1,273502,8729205,19.23
YESBANK,EQ,07-Feb-2019,176.45,177.1,181.8,175.25,177.05,176.95,178.98,44494971,7963525933.4,241749,8443866,18.98
YESBANK,EQ,08-Feb-2019,176.95,177,178.5,173.25,175.1,175.1,175.96,32561739,5729414776.35,178704,5611958,17.23
YESBANK,EQ,11-Feb-2019,175.1,175.1,176,170.1,173,173.25,172.91,29509227,5102339820.7,175983,4633586,15.7
YESBANK,EQ,12-Feb-2019,173.25,173,176.25,172.1,172.65,172.65,174.42,22298518,3889327345.4,150872,4033079,18.09
YESBANK,EQ,13-Feb-2019,172.65,173.95,174.7,168.1,168.7,169.45,171.11,26229114,4488141709.75,171541,6259211,23.86
YESBANK,EQ,14-Feb-2019,169.45,186.35,224,186.35,222.6,221.25,211.14,264725005,55893855220.15,1276162,60889373,23
YESBANK,EQ,15-Feb-2019,221.25,226.9,226.9,211.3,217.45,219,218.86,141193124,30900928345.5,713092,14034481,9.94
YESBANK,EQ,18-Feb-2019,219,201,216.7,201,214,213.55,212.11,89969426,19083708450.35,484527,13843994,15.39
YESBANK,EQ,19-Feb-2019,213.55,215.1,218.1,211.55,213.5,212.85,214.18,33990276,7279944307,177252,4900089,14.42
YESBANK,EQ,20-Feb-2019,212.85,216.9,219.8,213.35,216.95,217.85,216.38,48429455,10479353481.45,229446,12764925,26.36
YESBANK,EQ,21-Feb-2019,217.85,218.85,218.85,214,215.5,215.15,215.42,27975632,6026410218.15,151900,6695073,23.93
YESBANK,EQ,22-Feb-2019,215.15,214.5,223.7,213.1,221.3,222,220.47,51329944,11316616538.6,266455,8584689,16.72
YESBANK,EQ,25-Feb-2019,222,223.85,230.6,221.2,227.8,229.1,226,47825222,10808707381.5,277705,8133486,17.01
YESBANK,EQ,26-Feb-2019,229.1,223.2,234.45,220.1,230.55,229.5,227.75,84298892,19198841396.2,409115,15095137,17.91
YESBANK,EQ,27-Feb-2019,229.5,233,236.8,223.65,227.6,228.2,230.59,74650022,17213855464.5,375158,11702655,15.68
YESBANK,EQ,28-Feb-2019,228.2,230,232.75,226.8,232.2,231.15,230.31,45753501,10537678830.65,222394,11471503,25.07
YESBANK,EQ,01-Mar-2019,231.15,234.9,238.5,234.1,236.9,237.6,236.5,42006406,9934369733.35,242688,9324717,22.2
YESBANK,EQ,05-Mar-2019,237.6,236,240.75,234.5,237.1,237.45,238.33,30848699,7352071912.8,208235,7212165,23.38
YESBANK,EQ,06-Mar-2019,237.45,238.1,240.65,232.95,235.05,235.3,236.42,24658589,5829878603.85,139472,5260247,21.33
YESBANK,EQ,07-Mar-2019,235.3,235.5,236,228.65,231.85,231.7,231.84,27229610,6312997590.15,175313,5665646,20.81
YESBANK,EQ,08-Mar-2019,231.7,231.7,234.9,229.5,231.7,232.3,232.51,23233663,5402123790.6,144107,4970051,21.39
YESBANK,EQ,11-Mar-2019,232.3,233,238,231.6,237.15,236.3,235.9,21189817,4998738945.95,117027,5366001,25.32
YESBANK,EQ,12-Mar-2019,236.3,238,239.2,235,235.1,235.85,237.14,22100817,5240964073.05,135948,6084220,27.53
YESBANK,EQ,13-Mar-2019,235.85,236,247.6,232.7,244.25,244.3,242.07,58883298,14254119799.4,307346,11098533,18.85
YESBANK,EQ,14-Mar-2019,244.3,248,254,246.15,250.15,249.85,250.85,59684202,14971775478.6,330601,10593357,17.75
YESBANK,EQ,15-Mar-2019,249.85,251.7,252.8,243.5,245.05,245.05,247.39,38715468,9577921922.2,206568,10790762,27.87
YESBANK,EQ,18-Mar-2019,245.05,247,248.55,241.8,246.8,245.95,245.24,24825632,6088215385.8,137716,4752203,19.14
YESBANK,EQ,19-Mar-2019,245.95,246.65,250.5,245,249.35,248.8,248.34,21448040,5326320590.75,144647,4621743,21.55
YESBANK,EQ,20-Mar-2019,248.8,248.75,253,246.4,252.55,252.15,250.44,26817389,6716203895.8,152824,6960671,25.96
YESBANK,EQ,22-Mar-2019,252.15,253,257.5,250.35,252.35,252.6,254.9,34018752,8671291256.25,217734,7401451,21.76
YESBANK,EQ,25-Mar-2019,252.6,250,250.4,246.1,247.4,247.25,247.98,23540100,5837533455.85,132660,8379295,35.6
YESBANK,EQ,26-Mar-2019,247.25,247.5,254.8,247.45,254.65,253.7,250.76,20571726,5158625314.95,137338,5834953,28.36
YESBANK,EQ,27-Mar-2019,253.7,258.4,269.85,256.1,268.6,268.45,264.48,84155309,22257432767.85,468840,19274654,22.9
YESBANK,EQ,28-Mar-2019,268.45,270.65,277.7,268.3,275.1,276.1,273.61,48078072,13154808424.95,279312,14420171,29.99
YESBANK,EQ,29-Mar-2019,276.1,277.9,281.5,273.55,274.5,275.1,278.23,35855963,9976124280.15,226085,10565205,29.47
YESBANK,EQ,01-Apr-2019,275.1,276,280,273.8,276.05,275.9,276.5,27807546,7688833851.65,212387,6596267,23.72
YESBANK,EQ,02-Apr-2019,275.9,278.2,282.05,274.8,282,280.3,278.16,24708930,6872916293.5,182039,5906625,23.9
YESBANK,EQ,03-Apr-2019,280.3,283.5,286,272.2,274,273.7,280.03,31808834,8907470186.5,197853,9413985,29.6
YESBANK,EQ,04-Apr-2019,273.7,274,275,265,268.3,268.05,268.73,42003554,11287544202.75,260005,12805607,30.49
YESBANK,EQ,05-Apr-2019,268.05,270,274,264.25,266.5,266.85,268.91,28319923,7615558714.15,210219,9004795,31.8
YESBANK,EQ,08-Apr-2019,266.85,267.1,268.1,258.25,260.7,260.05,263.18,26252469,6909161461.6,162747,7415011,28.25
YESBANK,EQ,09-Apr-2019,260.05,261.9,272,258.7,271.75,270.6,265.92,39195173,10422593057.95,272721,7066531,18.03
YESBANK,EQ,10-Apr-2019,270.6,272,275.45,267.5,268.55,268.25,271.29,32016249,8685562271.4,203798,7399673,23.11
YESBANK,EQ,11-Apr-2019,268.25,268.75,270.25,264,270.1,269.05,267.1,20363799,5439076351.5,141611,3058266,15.02
YESBANK,EQ,12-Apr-2019,269.05,269.7,271.9,265.8,267.5,267.9,268.28,21736271,5831419340.8,120534,4396606,20.23
YESBANK,EQ,15-Apr-2019,267.9,268.45,269.9,264.8,265.8,265.5,267.16,13509220,3609076620.35,114555,3352737,24.82
YESBANK,EQ,16-Apr-2019,265.5,267.55,269.2,265,265.9,266.45,266.89,16368625,4368568536.4,131574,5550242,33.91
YESBANK,EQ,18-Apr-2019,266.45,266.4,267.95,254.05,255.55,255.8,258.33,32491440,8393396382.95,207697,9620624,29.61
YESBANK,EQ,22-Apr-2019,255.8,253.95,254.4,237,238.1,238.35,244.15,37467080,9147704435.55,270895,11754412,31.37
YESBANK,EQ,23-Apr-2019,238.35,239,244.65,230.5,231,232.7,239.28,43232834,10344908884.2,275123,10195966,23.58
YESBANK,EQ,24-Apr-2019,232.7,233,240.4,231.2,238.55,239.15,235.33,38516951,9064024329.8,231797,9125400,23.69
YESBANK,EQ,25-Apr-2019,239.15,241,250.4,236.05,237.25,237.05,243.05,71641179,17412045875.1,376119,21353446,29.81
YESBANK,EQ,26-Apr-2019,237.05,239.9,240.35,232.1,237.8,237.2,236.9,48524121,11495237090.05,287440,7346956,15.14
