"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"YESBANK","EQ","12-Jun-2017","       1488.80","       1481.00","       1504.30","       1470.45","       1487.15","       1483.60","       1488.75","    1610913","          2398240886.75","      70958","     456667","         28.35"
"YESBANK","EQ","13-Jun-2017","       1483.60","       1488.50","       1510.95","       1487.50","       1492.25","       1493.85","       1500.18","    1412263","          2118645118.10","      57919","     393804","         27.88"
"YESBANK","EQ","14-Jun-2017","       1493.85","       1496.05","       1499.75","       1445.00","       1449.00","       1449.00","       1462.01","    3537948","          5172499086.25","     117843","    1516535","         42.86"
"YESBANK","EQ","15-Jun-2017","       1449.00","       1449.00","       1450.00","       1431.00","       1446.00","       1446.15","       1441.05","    2779879","          4005931085.90","     104067","    1441830","         51.87"
"YESBANK","EQ","16-Jun-2017","       1446.15","       1449.00","       1458.35","       1437.00","       1445.00","       1443.50","       1445.72","    2925673","          4229718411.80","      90575","    1710644","         58.47"
"YESBANK","EQ","19-Jun-2017","       1443.50","       1454.00","       1455.75","       1425.60","       1428.45","       1430.95","       1434.35","    2969794","          4259721311.35","      68814","    1594350","         53.69"
"YESBANK","EQ","20-Jun-2017","       1430.95","       1433.00","       1455.40","       1426.15","       1443.05","       1447.05","       1441.23","    1982771","          2857630432.90","      57434","     633813","         31.97"
"YESBANK","EQ","21-Jun-2017","       1447.05","       1438.00","       1445.15","       1426.60","       1430.50","       1432.70","       1433.09","    1905781","          2731155104.00","      98409","     859416","         45.10"
"YESBANK","EQ","22-Jun-2017","       1432.70","       1438.90","       1470.00","       1437.35","       1450.95","       1452.00","       1456.54","    3085982","          4494850165.60","     114817","    1307029","         42.35"
"YESBANK","EQ","23-Jun-2017","       1452.00","       1453.70","       1458.30","       1431.20","       1440.00","       1435.40","       1440.73","    1360524","          1960151672.25","      58553","     397240","         29.20"
"YESBANK","EQ","27-Jun-2017","       1435.40","       1455.00","       1455.40","       1405.05","       1415.00","       1415.50","       1427.73","    2026316","          2893037901.70","      83847","     662829","         32.71"
"YESBANK","EQ","28-Jun-2017","       1415.50","       1414.40","       1459.05","       1401.50","       1449.95","       1449.70","       1437.80","    2723464","          3915788417.40","      78084","     888658","         32.63"
